L_Shoulder_x,L_Shoulder_y,L_Shoulder_z,R_Shoulder_x,R_Shoulder_y,R_Shoulder_z,L_Elbow_x,L_Elbow_y,L_Elbow_z,R_Elbow_x,R_Elbow_y,R_Elbow_z,L_Wrist_x,L_Wrist_y,L_Wrist_z,R_Wrist_x,R_Wrist_y,R_Wrist_z,L_Hip_x,L_Hip_y,L_Hip_z,R_Hip_x,R_Hip_y,R_Hip_z,L_Knee_x,L_Knee_y,L_Knee_z,R_Knee_x,R_Knee_y,R_Knee_z,L_Ankle_x,L_Ankle_y,L_Ankle_z,R_Ankle_x,R_Ankle_y,R_Ankle_z,L_Elbow_Angle,R_Elbow_Angle,L_Knee_Angle,R_Knee_Angle,L_Hip_Angle,R_Hip_Angle,L_Shoulder_Angle,Leg_Spread_Angle,pose
-1.5568667450167402,-0.6426976662521326,-1.2528814162805912,-1.5555526310280914,0.9305577936603334,-1.8002857469241038,-1.5610405601158361,-1.8320420752168713,-1.428571001459758,-1.5737486436601236,2.3040150985951384,-2.1762309593204336,-1.5808485433057504,-2.9671508693440938,-2.6954093831206154,-1.7414783856505756,3.410400370776346,-3.3045109484624753,0.07235064662867166,-0.4079581900010502,-0.27988479619922213,-0.07235064662867166,0.4079581900010502,0.27988479619922213,1.319197708646557,-0.2476588746076148,-1.038094680816956,0.003921488530527131,2.2049682315004278,0.06888307873692721,2.510747715964103,-0.16276210611640937,0.25644251538469065,-0.12416726295759384,4.128251385377453,0.6651673949723145,179.2013428226574,172.13854056192727,176.74940822012877,173.7593862938256,179.12715599255188,73.02071629556156,98.39988663492586,95.43186625151289,ArdhaChandrasana
1.0439571034626214,1.4093105794667855,-1.0014656565988174,1.1692761823890372,-0.14777327659684011,-0.6561021884708207,1.0041662375515814,2.511272452996075,-1.4777406010686773,1.072864396772463,-1.2812128731293781,-0.6444957563473295,1.0405225794122623,3.4770358094205105,-2.368821811958179,1.1640402312787306,-2.2483544689126296,-1.2815612074755756,0.002451712696997578,0.4408252962863601,0.23593865147299253,-0.002451712696997578,-0.4408252962863601,-0.23593865147299253,-0.13373971682598088,1.8888173874427603,0.3384641040032419,-1.0331470645233782,-0.5133029085421941,-0.45758418817481317,-0.06979732504336107,3.4814047130147503,1.0303585348007307,-1.9188975278949925,-0.5888949224003572,0.05412540335310617,175.77610641936252,169.7524957984705,172.32764055582106,179.14443275390082,52.45372779686406,169.9806007266896,130.85143934132202,105.91230118778364,ArdhaChandrasana
-1.4352062270364847,-0.23567495496434188,-1.5355385743390568,-1.3613017119601676,1.2484961126224439,-1.8387245502341847,-1.3378033964952016,-1.3652368303353266,-1.584786873498927,-1.3113562789367443,2.397282699859693,-2.1367960430206265,-1.265610040000929,-2.378582496994706,-3.0057585090285226,-1.368112783956418,3.445452017711025,-3.2179819796887266,0.010843495116686122,-0.4175174905565084,-0.27488463706262367,-0.010843495116686122,0.4175174905565084,0.27488463706262367,1.3017819082785063,-0.44251310230240276,-0.8299777035681482,0.11627656887445084,1.9789149635610348,0.3217246762985361,2.4588315936708,-0.49750485307819525,0.6207739321754668,-0.01402905474547601,3.6568026075680122,1.4638851421031673,179.14655436858087,174.41109943208846,178.38816169527584,170.90486370719236,173.94185007805214,63.049161173452326,77.90414762676807,101.65826101913825,ArdhaChandrasana
-1.1526683416509045,-0.042406489384779235,-1.8714975915230456,-1.142334821331493,0.7087186768566686,-1.3896769587669813,-1.042093721317171,-0.6775799799834644,-2.214944987568584,-1.1406694179985912,1.376508671316578,-1.6902985999620381,-1.0793669246546314,-1.3108768005557656,-3.3159025380684533,-1.238409233414495,2.008757107419133,-2.3558856622025357,0.018236502119618817,-0.20791592600005868,-0.4543549248175695,-0.018236502119618817,0.20791592600005868,0.4543549248175695,0.9622414470234162,-0.4983226635852968,-0.49713223494339603,0.08543361884276061,1.0977814843219342,0.3940169098568981,1.8406844723458484,-0.6962947467958952,0.6677082301867109,0.05741499187505518,2.0250483131658643,0.8379644549184236,166.75628702708877,171.0692718807257,175.60079099292898,171.62420322766437,170.9459502956954,72.63136054359846,72.07903498013569,109.09660685301738,ArdhaChandrasana
-1.4906490141405186,-0.16003534239233153,-1.3337865323797105,-1.5026174920055315,1.2764846067990265,-1.9937631383751266,-1.4486606232652264,-1.3482427494170104,-1.3479167177005185,-1.3941204188336842,2.4608372306140653,-2.5481315851195765,-1.5058056459180225,-2.450127692132688,-2.6305086809168845,-1.4394405539454644,3.881105952257296,-3.6708174933251785,0.026189528937724946,-0.4232400521264969,-0.2649187929347034,-0.026189528937724946,0.4232400521264969,0.2649187929347034,1.1737648005692372,-1.1142376368773228,-0.8215668237131805,0.16511120425564735,2.1605113371783657,0.21393108182905526,2.286286925704591,-1.770244475223961,0.6145940094432598,0.16118658903296976,4.051901033654433,1.2120362581009874,175.00738168610852,172.9381518504132,179.47233545641893,173.59726730900047,158.79034888644733,66.25973761202326,78.1320944456182,125.47213522455984,ArdhaChandrasana
-1.7650697387037366,-0.591192463003967,-1.8346292794160193,-1.69422070284241,0.6544393507304487,-1.9850022953924862,-1.8062834052652337,-1.5678825496644693,-1.9715661075859354,-1.64260757775254,1.496106862961679,-2.1991305651938413,-1.8792690551563231,-2.4705094019372202,-3.3037683982422115,-1.5969763334956468,2.2657627611308704,-3.5443027753788123,0.08077374669301253,-0.3528804916641287,-0.3448926796092603,-0.08077374669301253,0.3528804916641287,0.3448926796092603,1.538373074794818,-0.406784855480098,-1.005591512381544,0.12401279726077896,1.6175888030959715,0.7483562714304545,2.9400944294081905,-0.5368770967693488,0.09460062372221763,0.2326912139912082,2.859093434290498,2.1286722310249027,177.79346150356488,179.88384776004762,176.81555467201756,175.8050599929427,170.52546360412202,88.611091577945,99.77290428965458,95.69566084604725,ArdhaChandrasana
-0.7224064093591593,-0.35788362082781056,-0.3693641136877857,-0.7471318575432832,0.09162300122925893,0.2793273393067041,-0.6521994324420674,-0.7446691239292565,-0.7338306053160707,-0.6967999999404252,0.43545976758002064,0.28072263056411995,-0.6593696486426543,-1.099038756515459,-1.3206652768912353,-0.6832497713422555,0.7685544024395087,-0.29899209396430443,0.0049934784361989285,-0.059139877713318134,-0.4964650441241166,-0.0049934784361989285,0.059139877713318134,0.4964650441241166,-0.022608002242221835,0.5050327314285343,-1.1134838784101082,0.5890991339413638,0.024435054731283094,0.9587941293597493,0.02393350050398757,1.0759282143762583,-1.2038673621022806,1.1639849110499507,-0.09591377300203006,1.468796758972829,168.5528774145288,174.00151704395907,172.53844854532343,171.51945049137896,109.52710177020995,179.16299492725682,102.04002311554058,93.43629296165071,ArdhaChandrasana
1.3016783018340095,0.3571866550401507,-1.475343030590794,1.1913287412423639,-0.4586977538182063,-2.1863360579509608,1.2315292557613986,1.0094381779048351,-1.4503270186147987,1.0334570186464351,-1.0808630434274322,-2.3373481131454223,1.3750610732925972,1.5547328613433433,-2.6229164307578277,1.0808169400593992,-1.6864812461274004,-3.453174274403121,0.05225296244665736,0.21489841164141354,0.44842870179053634,-0.05225296244665736,-0.21489841164141354,-0.44842870179053634,-0.09775712189591561,1.116116233914928,0.7715233357753118,-1.1031263733707124,-0.37986437449375854,-0.9646987462427845,-0.07916732454157975,2.0613369493660274,1.7615129227957618,-2.091923289244227,-0.46597613714576974,-0.238909495254741,159.11466025705104,161.29046604927763,169.42291026630204,176.0557077354306,92.9533687656595,159.98658491829255,90.35850871505386,100.35821662615336,ArdhaChandrasana
-0.6555653970876596,0.03595350339840524,-0.810942033355372,-0.6156374294875674,0.47964222602400974,0.5831764376653333,-0.46917539774350625,-0.4642899634717111,-0.9283431909689506,-0.5927255007742412,0.9668940721559645,0.8143919140975854,-0.2081901471011575,-0.25981043323947356,-0.9410119570614892,-0.6312024928481305,1.4044585115618011,0.5072992394981358,-0.006141439530994616,-0.06508641454023237,-0.4957076168093286,0.006141439530994616,0.06508641454023237,0.4957076168093286,-0.02437534906377134,0.7784733244423871,-0.38719255109989065,0.5064669147060308,0.002259970334480567,0.996550413255279,-0.00917511726088849,1.466568777252873,-0.1266402779881775,0.908048070866418,-0.0576718012539313,1.6761889743794187,72.35695051792935,172.28243001933876,177.49624483283793,178.6690886492113,79.91831900336528,153.46483483651195,60.72127774504978,93.99252713432999,ArdhaChandrasana
-0.8626620911551269,0.3398472545210194,-0.5234815408991188,-0.8798954671049396,-0.1986259313435436,0.21806531540567248,-0.8160190614516566,0.8335339419141385,-0.7643609821599208,-0.810126144710138,-0.7101381708732836,0.2657815954402529,-0.8118063388287373,1.2676399392726212,-1.0001215865828117,-0.7631342591936964,-1.150827665826313,0.09305882352652466,0.010247518742942746,0.055917542980984745,-0.4967577042649492,-0.010247518742942746,-0.055917542980984745,0.4967577042649492,0.7335173989806396,0.050405961572938376,-0.47465948500794086,0.3395192849719395,0.46452242423769285,0.9379703219199826,1.4012659771864644,0.002425428895642989,-0.02607604329394004,0.535901323096747,1.0661912799696314,1.534996354409792,175.15877410851303,178.31949334658805,176.326728015755,164.1729894551249,162.41854873053668,133.22258728334114,102.62083010510644,63.21528447264755,ArdhaChandrasana
